id_artista,name,followers,genres
12,Selena Gomez,37269207.0,"dance pop, pop, post-teen pop, uk pop"
13,Dua Lipa,36163788.0,"dance pop, pop, uk pop"
14,J Balvin,35224872.0,"reggaeton, reggaeton colombiano, trap latino"
15,Marshmello,34229273.0,"brostep, dance pop, edm, pop, pop dance, progressive electro house"
16,Ozuna,33511653.0,"puerto rican pop, reggaeton, trap latino"
17,Maluma,32165351.0,"reggaeton, reggaeton colombiano, trap latino"
18,Beyoncé,32087569.0,"dance pop, pop, r&b"
19,Daddy Yankee,29446452.0,"latin hip hop, reggaeton, trap latino"
20,Camila Cabello,27956268.0,"dance pop, pop, post-teen pop, uk pop"
21,One Direction,27287402.0,"boy band, pop, post-teen pop, talent show"
22,Nicki Minaj,26039960.0,"dance pop, hip pop, pop, queens hip hop, rap"
23,Guns N' Roses,25796418.0,"glam metal, hard rock, rock"
24,Shakira,24902736.0,"colombian pop, dance pop, latin pop"
25,David Guetta,24692289.0,"big room, dance pop, edm, pop, pop dance"
26,AC/DC,24321731.0,"australian rock, hard rock, rock"
27,Sia,24304639.0,"australian dance, australian pop, dance pop, pop"
28,Michael Jackson,24070351.0,"pop, r&b, soul"
29,A.R. Rahman,23828027.0,"desi pop, filmi, modern bollywood"
30,Anuel AA,23825538.0,"reggaeton, reggaeton flow, trap boricua, trap latino"
31,The Beatles,23534961.0,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock"
32,Demi Lovato,23189982.0,"dance pop, pop, post-teen pop, uk pop"
33,Lady Gaga,23126039.0,"art pop, dance pop, pop"
34,Calvin Harris,22819977.0,"dance pop, edm, electro house, house, pop, progressive house, uk dance"
35,Metallica,22119035.0,"hard rock, metal, old school thrash, rock, thrash metal"
36,Avicii,22055236.0,"dance pop, edm, pop, pop dance, pop rap"
37,Linkin Park,21701335.0,"alternative metal, nu metal, post-grunge, rap metal"
38,Kendrick Lamar,21389956.0,"conscious hip hop, hip hop, rap, west coast rap"
39,ZAYN,21261196.0,"dance pop, pop, post-teen pop, uk pop"
40,Badshah,21078215.0,"desi hip hop, desi pop, desi trap, haryanvi pop, modern bollywood"
41,Travis Scott,20990560.0,"hip hop, rap, slap house"
42,Cardi B,20361435.0,"dance pop, pop, rap"
43,Sam Smith,20100976.0,"dance pop, pop, uk pop"
44,The Chainsmokers,19441428.0,"dance pop, edm, electropop, pop, pop dance, tropical house"
45,Paulo Londra,18522051.0,"argentine hip hop, trap argentino, trap latino"
46,Red Hot Chili Peppers,18337096.0,"alternative rock, funk metal, funk rock, permanent wave"
47,Halsey,18336232.0,"dance pop, electropop, etherpop, indie poptimism, pop"
48,J. Cole,17839233.0,"conscious hip hop, hip hop, north carolina hip hop, rap"
49,Nicky Jam,17688765.0,"latin hip hop, reggaeton, trap latino"
50,Pink Floyd,17493989.0,"album rock, art rock, classic rock, progressive rock, psychedelic rock, rock, symphonic rock"
51,Charlie Puth,17411695.0,"dance pop, pop, viral pop"
52,Jorge & Mateus,17262357.0,"arrocha, sertanejo, sertanejo universitario"
53,Gusttavo Lima,17171304.0,"arrocha, sertanejo, sertanejo universitario"
54,Zé Neto & Cristiano,17107399.0,"arrocha, sertanejo, sertanejo pop, sertanejo universitario"
55,Chris Brown,16868785.0,"dance pop, pop, r&b"
56,Banda MS de Sergio Lizárraga,15958199.0,"banda, musica mexicana, norteno"
57,Nirvana,15903777.0,"alternative rock, grunge, permanent wave, rock"
58,Arctic Monkeys,15862633.0,"garage rock, modern rock, permanent wave, rock, sheffield indie"
59,Martin Garrix,15611329.0,"dance pop, dutch edm, edm, electro house, pop, pop dance, progressive house, tropical house"
60,Armaan Malik,15289921.0,"desi pop, filmi, modern bollywood"
61,Melanie Martinez,14998569.0,"alt z, electropop, pop"
62,Fifth Harmony,14789933.0,"dance pop, girl group, pop, post-teen pop, talent show, uk pop"
63,OneRepublic,14155283.0,"piano rock, pop, pop rock"
64,Farruko,13975050.0,"latin hip hop, reggaeton, trap latino"
65,Lil Uzi Vert,13751353.0,"melodic rap, philly rap, rap, trap"
66,Shreya Ghoshal,13690681.0,"desi pop, filmi, modern bollywood"
67,2Pac,13505422.0,"g funk, gangster rap, hip hop, rap, west coast rap"
68,Diljit Dosanjh,12700629.0,"desi pop, filmi, modern bollywood, punjabi pop"
69,Anirudh Ravichander,12592048.0,"desi hip hop, filmi, tamil hip hop"
70,Lil Wayne,12587804.0,"hip hop, new orleans rap, pop rap, rap, trap"
71,Aerosmith,12554856.0,"album rock, classic rock, hard rock, rock"
72,Led Zeppelin,12553050.0,"album rock, classic rock, hard rock, rock"
73,Migos,12531248.0,"atl hip hop, hip hop, pop rap, rap, trap"
74,Guru Randhawa,12434230.0,"desi hip hop, desi pop, modern bollywood"
75,Becky G,12260786.0,"dance pop, latin viral pop, pop, rap latina, reggaeton"
76,Jennifer Lopez,12205071.0,"dance pop, pop, pop rap, urban contemporary"
77,Anitta,12159259.0,"funk carioca, funk pop, pagode baiano, pop nacional"
78,The Rolling Stones,12128335.0,"british invasion, classic rock, rock"
79,Future,12110689.0,"atl hip hop, rap, southern hip hop, trap"
80,Christian Nodal,12083328.0,"mariachi, musica mexicana, nueva musica mexicana, ranchera"
81,Cartel De Santa,11843585.0,"latin hip hop, mexican hip hop, narco rap"
82,Alok,11765605.0,"electro house, pop nacional, slap house"
83,Meghan Trainor,11651673.0,"dance pop, hip pop, pop, post-teen pop, uk pop"
84,21 Savage,11641065.0,"atl hip hop, rap, trap"
85,Lil Baby,11530234.0,"atl hip hop, atl trap, rap, trap"
86,Jason Derulo,11522281.0,"dance pop, pop, pop rap, post-teen pop"
87,A$AP Rocky,11299781.0,"east coast hip hop, hip hop, rap"
88,Maiara & Maraisa,11280023.0,"sertanejo, sertanejo pop, sertanejo universitario"
89,Sunidhi Chauhan,11237947.0,"desi pop, filmi, modern bollywood, sufi"
90,Sech,11171905.0,"panamanian pop, reggaeton, trap latino"
91,Ellie Goulding,11123144.0,"dance pop, edm, electropop, indietronica, metropopolis, pop, uk pop"
92,Wesley Safadão,11101764.0,"arrocha, forro, sertanejo pop"
93,Rahat Fateh Ali Khan,11078618.0,"classic pakistani pop, filmi, modern bollywood, qawwali, sufi"
94,Little Mix,10712654.0,"dance pop, girl group, pop, post-teen pop, talent show, uk pop"
